nom,lat,lon,adr1,adr2,adr3,adr4,tel,mail,web,intro,langues_nbr,langues,visite,activites_nbr,activites,services_nbr,services,url
"Domaine Jourdan-Pichard",47.141142,0.344863,"DOMAINE JOURDAN-PICHARD","8 le puy","37500 CRAVANT-LES-COTEAUX",,"02 47 58 66 73",francis@domainejourdan.fr,http://www.domainejourdan.fr,"<p>C’est une passion commune : le vin qui nous a fait nous
rencontrer. C’est cette passion ainsi que le plaisir de déguster
nos vins de chinon rouges et rosés que nous sommes prêts à vous
faire partager. Le domaine est certifié Bio depuis 2011 et nous
conduisons nos cultures en biodynamie. Visite guidée du chai avec
explications sur les vinifications, suivie d'une dégustation
commentée des vins.</p>",0,,,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-jourdan-pichard-cravant-les-coteaux
"Maison des vins de Loire",47.394285,0.680454,"MAISON DES VINS DE LOIRE","25 rue du Grand marché","37000 TOURS",,"02 47 60 55 21",mdesvins-tours@vinsdeloire.fr,http://www.vinsdeloire.fr,"<p>Dégustation et vente : 70 références du Pays Nantais à la
Touraine. Une présentation du vignoble ligérien et son milieu
géologique ainsi qu'une borne sensorielle : ""Quel vin de Loire
êtes-vous ?"" (en exclusivité à Tours). Une offre périphérique
d'accessoires autour du vin : bouchons, stop-gouttes... Carte
Cadeau autour de la dégustation.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/maison-des-vins-de-loire-tours
"Les Bateliers du Cher",47.347742,0.548543,"LES BATELIERS DU CHER","Bord du Cher","37510 SAVONNIERES",,,bateliers.du.cher@gmail.com,,,2,"Français
Anglais",oui,1,"Bateaux promenade",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-bateliers-du-cher-savonnieres
"Association Boutavant",47.378318,0.678839,"ASSOCIATION BOUTAVANT","29 rue Franklin-Roosevelt","37000 TOURS",,,boutavant@voila.fr,,"<p>Avec l'Association Boutavant, vous embarquerez sur les toues
Epinoche, Margot ou Erdre, bateaux de bois traditionnels de 12
places adaptés à l'hydrologie de la Loire, sur le site même de
l’ancien grand port de Tours.</p>",1,Anglais,,1,"Bateaux promenade",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/association-boutavant-tours
"Biscuiterie d'Amboise",47.412897,0.9843,"BISCUITERIE D'AMBOISE","2 place Michel Debré","37400 AMBOISE",,"02 47 23 88 39",paletsolognot@orange.fr,http://www.biscuiteriedechambord.fr,"<p>Toutes sortes de biscuits et de cakes sur les étals, dégustation
gratuite 7j/7 de nos produits mais aussi des confiseries, des
liqueurs, des produits régionaux, des épices, des terrines, des
paniers garnis, des livres, des jeux pour les enfants, des
souvenirs, cartes postales... et des confitures et confits de vin,
produits bio et cave à vins.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/biscuiterie-d-amboise-amboise
Endremage,47.320578,0.402859,ENDREMAGE,"Pont de Langeais","37130 LANGEAIS",,"09 60 40 81 47",endremage@gmail.com,http://endremage.com/,"<p>Embarquez avec un guide à bord d'un bateau traditionnel de Loire
pour une promenade commentée d'1 ou 2 heures. Embarquement : pont
de Langeais. Départ assuré à partir de 4 personnes.</p>",1,Français,,1,"Bateaux promenade",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/endremage-langeais
"Domaine des raisins dorés",47.420813,0.845365,"DOMAINE DES RAISINS DORES","38-40 rue du Professeur Debré",L'Etoile,"37210 VERNOU-SUR-BRENNE","02 47 52 09 39",nathalie_berton@orange.fr,,"<p>Le Domaine des Raisins Dorés est situé en première côte de l'AOC
Vouvray sur la commune de Vernou fait 7,5 hectares, à 15km du
Château d'Amboise et de la ville de Tours. Famille de viticulteurs
depuis 1675 à Vernou sur Brenne, le domaine est aujourd'hui géré
par Nathalie BERTON, la fille, et Jacqueline BENOIST, la mère.
Venez découvrir la passion de ses vigneronnes !</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-des-raisins-dores-vernou-sur-brenne
"Vert-Event - Hôtel de Rosny",47.388417,0.692955,"VERT EVENT","19 rue Blaise Pascal","37000 TOURS",,"02 72 72 54 44",contact@location-velo.fr,http://www.location-velo.fr,"<p>Location de vélos électriques, de vélos classiques, grands
voyageurs, VTT. Transfert de bagages, mise à disposition sur site
ou chez votre hébergeur.</p>",2,"Français
Anglais",,1,"Cyclotourisme VTT",3,"Livraison de vélos
Réparation vélos
Transfert de bagages",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/vert-event-hotel-de-rosny-tours
"Les caves du Plessis",47.295308,0.135058,"LES CAVES DU PLESSIS","17 La Martellière","37140 SAINT-NICOLAS-DE-BOURGUEIL",,"02 47 97 85 67",lescavesduplessis@wanadoo.fr,http://www.lescavesduplessis.fr,"<p>Depuis 1900, la famille RENOU est propriétaire de ce domaine
situé en partie sur les coteaux de St Nicolas de Bourgueil où le
vignoble couvre une superficie de 27 hectares. Venez nous rendre
visite, le meilleur accueil vous sera réservé dans notre salle de
dégustation décoré avec des douelles de barriques. A voir !</p>",2,"Français
Anglais",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-caves-du-plessis-saint-nicolas-de-bourgueil
"Maison BREDIF - Accords mets et vins",47.410349,0.775559,"MAISON BREDIF","87 quai de la Loire","37210 ROCHECORBON",,"02 47 52 50 07",bredif.loire@domaine-bredif.fr,http://www.deladoucette.fr,"<p>Laissez-vous séduire par l'association vins et fromages dans le
cadre majestueux de nos caves. Nous vous proposons la visite de nos
caves puis la découverte de cinq vins et cinq fromages.</p>",1,Anglais,oui,2,"Activités pour les enfants(6)
Activités pour les familles",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/maison-bredif-accords-mets-et-vins-rochecorbon
"Centre équestre d'Isoré",47.19411,0.184939,"CENTRE EQUESTRE D'ISORÉ","Rue d'Isoré","37420 BEAUMONT-EN-VERON",,"02 47 58 47 92",equisore@free.fr,http://www.equisore.free.fr,"<p>Équitation, initiation et perfectionnement. Obstacle, dressage,
cross, attelage et promenade.</p>",2,"Anglais
Espagnol",,2,"Activités pour les enfants(5 ans)
Equitation",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/centre-equestre-d-isore-beaumont-en-veron
"Maison Galland",46.990562,0.918303,"MAISON GALLAND","Ferme des Bournaichères","37600 BETZ-LE-CHATEAU",,"06 80 23 18 18",galland.sarl@wanadoo.fr,http://www.les-bournaicheres.fr,"<p>Visite de l'exploitation : agriculture raisonnée, plantation de
haies, élevage de porcs, culture des céréales pour nourrir les
animaux, transformation de la viande en charcuterie et
conserves.</p>",0,,oui,1,"Ferme pédagogique",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/maison-galland-betz-le-chateau
"Parc aquatique Naturéo",47.122392,0.983857,"PARC AQUATIQUE NATURÉO","1 allée des Lys","37600 LOCHES",,"02 47 91 34 55",contact@parc-natureo.fr,http://www.parc-natureo.fr,"<p>Un espace de vie où petits et grands peuvent s’amuser, se
dépenser, se détendre et pratiquer de nombreuses activités : Plus
de 20 cours Aquafitness, Aquabiking. 30 cours de fitness, biking,
Zumba. Du nouveau à la salle de fitness: Zumba enfants et ados,
cours de Cxworx. Des séances bébé nageurs. Des Cours de natation
adultes et enfants (à partir de 6 ans). Stages de natation pour
enfants en période de vacances. Organisation d’après midi,
anniversaire, animations à thème. Privatisation du site pour les
particuliers et les entreprises. Chèques Vacances et Coupons sport
acceptés. Accueil des groupes et des centres de loisirs. Accueil
des personnes en situation de handicap moteur et mental. Horaires,
tarifs et nouveaux cours se renseigner à l’accueil de votre Parc
Aquatique.</p>",4,"Français
Anglais
Allemand
Espagnol",,4,"Activités pour les enfants
Activités pour les familles
Piscine
Salle de remise en forme",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/parc-aquatique-natureo-loches
"Golf du Château des Sept Tours",47.481945,0.361122,"GOLF DU CHÂTEAU DES SEPT TOURS","Le Vivier des Landes","D 34","37330 COURCELLES-DE-TOURAINE","02 47 24 59 67",golf7tours@dgmail.fr,http://www.7tours.com,"<p>18 trous dont 5 obstacles d’eau (plus de 6 200 m). Practice
couvert &amp; découvert. Un parcours école 3 trous (cours, stages,
initiations).</p>",2,"Français
Anglais",,1,Golf,1,Boutique,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/golf-du-chateau-des-sept-tours-courcelles-de-touraine
"Les attelages de Villandry",47.343499,0.50153,"LES ATTELAGES DE VILLANDRY","Les petites rivières","37510 VILLANDRY",,"02 47 50 15 60",lesattelagesdevillandry@wanadoo.fr,http://www.lesattelagesdevillandry.com,"<p>Promenades en attelages pour personnes individuelles, pour
groupes et pour personnes à mobilité réduite à l'heure, à la
demi-journée ou à la journée au confluent du Cher et de la
Loire.</p>",0,,,3,"Activités pour les enfants(5 à 6 ans)
Activités pour les familles
Attelage",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-attelages-de-villandry-villandry
"Caveau Bruneau Dupuy",47.294894,0.137764,"BRUNEAU SYLVAIN","14 la martellière","37140 SAINT-NICOLAS-DE-BOURGUEIL",,"02 47 97 75 81",info@cave-bruneau-dupuy.com,http://www.cave-bruneau-dupuy.com,"<p>C'est une explotiation familiale depuis trois générations située
sur les coteaux de Saint Nicolas de Bourgueil. Elle s'étend sur une
superficie de 18 ha. Possibilité de visiter la cave creusée dans le
tuffeau.</p>",2,"Français
Anglais",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/caveau-bruneau-dupuy-saint-nicolas-de-bourgueil
"Zoo de la Flèche",,,"ZOO DE LA FLÈCHE","72200 LA FLECHE","LONGITUDE : -0.074646 / LATITUDE : 47.69589",,"02 43 48 19 19",info@zoo-la-fleche.com,http://www.zoo-la-fleche.com,"<p>Passez une journée inoubliable parmis 1200 animaux dans un écrin
de verdure de 14 hectares. A partir du week-end de Pâques jusqu'au
30 septembre, vous pourrez assister aux spectacles d'otaries, de
fauconnerie et de de perroquets. Venez découvrir de somptueuses
présentations dans un cadre naturel : ours polaires en vision sous
marine, petits pandas de Chine, plaine africaine pour les
éléphants...</p>",1,Anglais,,2,"Zoo
parc animalier",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/zoo-de-la-fleche-la-fleche
"Cave des vignerons de Montlouis",47.389404,0.828372,"CAVE DES VIGNERONS DE MONTLOUIS","2 place Abraham Courtemanche","37270 MONTLOUIS-SUR-LOIRE",,"02 47 45 18 19",,http://www.tours-online.com/montlouis,"<p>Cave creusée dans le tuffeau en bordure de Loire où vous pourrez
admirer un mini-musée des vieux outils et terminer par une
dégustation des vins.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cave-des-vignerons-de-montlouis-montlouis-sur-loire
"Location de VTT",46.969726,0.698887,"LOCATION DE VTT","Parc de loisirs","allée léo lagrange","37160 DESCARTES","02 47 59 85 90",camping.descartes@orange.fr,http://www.ville-descartes.fr,,1,Anglais,,1,"VTT Cyclotourisme",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/location-de-vtt-descartes
"Air Touraine",47.580171,0.603058,"AIR TOURAINE","Héliport de Belleville","37370 NEUVY-LE-ROI",,"02 47 24 81 44",info@airtouraine.fr,http://www.airtouraine.fr,"<p>Laissez-vous porter par le vent, réveillez vos sens au contact
de la nature et de ses odeurs, offrez-vous une balade aérienne en
montgolfière.</p>",4,"Français
Anglais
Espagnol
Russe",,1,Montgolfière,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/air-touraine-neuvy-le-roi2
"Poterie artisanale A deux Mains",46.920619,0.803318,"POTERIE ARTISANALE A DEUX MAINS",Moizay,"37350 LE GRAND-PRESSIGNY",,"02 47 94 90 52",magali.desroches0356@orange.fr,http://poterieceram.voila.net,"<p>Démonstration de tournage explication du métier de potier et
visite de la salle d'exposition. Stage possible à partir de 4
personnes sur demande.</p>",0,,,3,"Activités pour les enfants(6ans)
Activités pour les familles
Poterie",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/poterie-artisanale-a-deux-mains-le-grand-pressigny
"Domaine de la Noblaie",47.111624,0.274052,"Domaine de la Noblaie (Manzagol-Billard)","Le Vau Breton - 21 rue des Hautes Cours","37500 LIGRE",,"02 47 93 10 96",contact@lanoblaie.fr,http://www.lanoblaie.fr,"<p>Le Domaine de la Noblaie se trouve dans la vallée du Vau Breton
à l'origine de la production viticole du chinonais! Une
exploitation familiale de 18 hectares avec une vue imprenable sur
la vallée de la Vienne et le Château de Chinon. Venez découvrir les
vins du domaine dans un cadre charmant et accueillant.</p>",3,"Anglais
Allemand
Espagnol",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-noblaie-ligre
"Domaine de Noiré",47.164872,0.286239,"DOMAINE DE NOIRE",Noiré,"160 rue de l'Olive","37500 CHINON","02 47 93 44 89",domaine.de.noire@orange.fr,http://www.domainedenoire.com,"<p>Situé à la porte de Chinon avec vue sur le château, le Domaine
de Noiré (reconnu Cave d'excellence) figurait dans les premières
côtes de Chinon bien avant la reconnaissance de l'appellation.
Guidés par l'amour des beaux vins riches et ouverts, dans la
tradition chinonaise, Odile et Jean-Max Manceau, vignerons de
grande expérience vous offrent des vins de haute expression. Les
vins issus du cépage Cabernet Franc sont fidèles à l'endroit où ils
sont nés et s'expriment avec beaucoup d'harmonie, de richesse et
d'originalité. De belles sorties oenotouristiques sont proposées à
partir du domaine et sont à découvrir sur le site Internet du
domaine.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-noire-chinon
"Vert-Event - Hôtel Val de Loire",47.262726,0.466288,"VERT EVENT","50 rue Nationale","37190 AZAY-LE-RIDEAU",,"02 72 72 54 44",contact@location-velo.fr,http://www.location-velo.fr,"<p>Location de vélos électriques, de vélos classiques, grands
voyageurs, VTT. Transfert de bagages, mise à disposition sur site
ou chez votre hébergeur.</p>",0,,,1,"Cyclotourisme VTT",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/vert-event-hotel-val-de-loire-azay-le-rideau
"Domaine de la Croix Mélier",47.391923,0.883016,"2 chemin Sainte-Catherine",Husseau,"37270 MONTLOUIS-SUR-LOIRE",,"02 47 45 12 14",pascal.berthelot.lacroixmelier@neuf.fr,http://www.berthelot-lacroixmelier.fr,"<p>Issu d’une vieille famille de vignerons, Pascal Berthelot du
Domaine de la Croix Mélier, cultive la vigne et vinifie ses raisins
avec passion sur le coteau de Husseau, ancien hameau de Montlouis,
rive gauche dominant la Loire. Le Domaine de la Croix Mélier vous
accueille sous ses batiments du XVIe siècle de style tourangeau,
dans une cave longue et bien isolée, à quelques mètres du circuit
de la Loire à Vélo. Pour vous accueillir et vous faire découvrir
les différents vins du domaine dans le confort, une salle de
dégustation a été aménagée dans l’ancienne tonnellerie.</p>",2,"Français
Anglais",,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-croix-melier-montlouis-sur-loire
"Domaine de monclos",47.425191,0.788693,"DOMAINE DE MONCLOS","8 rue de la Fuye","37210 VOUVRAY",,"02 47 52 74 76",,,"<p>Ce domaine de 8 ha se situe sur la commune de Vouvray,
appellation du Val de Loire à l'est de Tours sur les coteaux.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-monclos-vouvray
"Cle : centre linguistique pour étrangers",47.393564,0.683254,"CENTRE LINGUISTIQUE POUR ETRANGERS CLE","7-9 place de Châteauneuf","37000 TOURS",,"02 47 64 06 19",contact@cle.fr,http://www.cle.fr,"<p>Cours de langue et culture françaises pour étudiants et adultes.
Enseignement intensif et personnalisé dans une ambiance conviviale.
7 étudiants maximum par classe. Préparation DELF, DALF, TEF, TCF.
Excursions, cours sur le vin. Hébergement en famille, appartement,
château privé ou à l'hôtel.</p>",1,Anglais,,1,"Cours de langue",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cle-centre-linguistique-pour-etrangers-tours
"Détours de Loire",47.411983,0.979549,"DETOURS DE LOIRE","Quai du Général de Gaulle","37400 AMBOISE",,"02 47 61 22 23",detoursdeloire@orange.fr,http://www.detoursdeloire.com,"<p>Notre volonté est de permettre aux personnes souhaitant
découvrir la région du Val de Loire à vélo, de circuler à son
rythme sur des routes peu fréquentées en utilisant les différents
points relais répartis le long de la Loire. Ce réseau permet de
découvrir un maximum de sites sans la contrainte du retour de vélo.
Dans chaque point du réseau le long de la Vallée de la Loire, à
proximité d'une gare SNCF, vous trouverez du matériel de qualité et
des tarifs identiques.</p>",2,"Français
Anglais",,2,"Activités pour les familles
Cyclotourisme",3,"Livraison de vélos
Réparation vélos
Transfert de bagages",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/detours-de-loire-amboise
"Loire Vélo Nature",47.295845,0.3546,"LOIRE VELO NATURE","3 avenue du 11 Novembre","37130 BREHEMONT",,"06 03 89 23 14",contact@loirevelonature.com,http://www.loirevelonature.com,"<p>Activités de plein air (vélos, canoës, ânes bâtés, Aquacycles,
randonnées pédestres, GPS adventure...). Découverte de
l'environnement, animations et écotourisme. Excursions accompagnées
sur la Loire. Intervention entre Blois et Angers pour les
cyclotouristes et passionnés de nature. label Tourisme et Handicap
pour l’activité « Randonnées et animations avec ânes bâtés ».</p>",2,"Français
Anglais",,3,"Activités pour les enfants(naissance)
Activités pour les familles
Anes porteurs Canoé kayak Cyclotourisme Randonnée pédestre
VTT",5,"Animations thématiques spécifiques
Boutiques
Livraison de vélos
Réparation vélos
Transfert de bagages",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/loire-velo-nature-brehemont
"Château de la Grille",47.17862,0.249997,"Château de la Grille","Route de Huismes","37500 CHINON",,"02 47 93 01 95",catherine@baudry-dutour.fr,http://www.baudry-dutour.fr/chateau-de-la-grille.html,"<p>Le Château de la Grille c’est d’abord une longue histoire. Fondé
au XVe siècle, le Château de La Grille a lié sa destinée en 2009 à
BAUDRY-DUTOUR dans un souci de préserver sa tradition, son terroir…
et de toujours garantir des vins de grande qualité. Un parcours
guidé dans le vignoble est proposé aux visiteurs, qui peuvent
ensuite découvrir le chai et le très bel espace contemporain de
dégustation. L'accueil à la propriété vaut au domaine le titre de
cave d'excellence, décerné par l'interprofession des vins de
Loire.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-la-grille-chinon
"L'Amarante et La Belle Adèle",47.210258,0.072116,"L'AMARANTE ET LA BELLE ADELE","1 bis rue des Perrières","37500 CANDES-SAINT-MARTIN",,"02 47 95 80 85",info@bateauamarante.com,http://www.bateauamarante.com,"<p>Venez découvrir les paysages chargés d’histoire de
Candes-Saint-Martin et de Montsoreau. Navigation pour un regard
inattendu sur ce patrimoine ligérien. Au fil de l’eau, départs
toute l'année à la carte de Candes ou Montsoreau. Scolaires,
balades gourmandes, nuits à bord pour les couples...</p>",0,,,1,"Bateaux promenade",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/l-amarante-et-la-belle-adele-candes-saint-martin
"Biscuiterie d'Amboise",47.412897,0.9843,"BISCUITERIE D'AMBOISE","2 place Michel Debré","37400 AMBOISE",,"02 47 23 88 39",paletsolognot@orange.fr,http://www.biscuiteriedechambord.fr,"<p>Toutes sortes de biscuits et de cakes sur les étals, dégustation
gratuite 7j/7 de nos produits mais aussi des confiseries, des
liqueurs, des produits régionaux, des épices, des terrines, des
paniers garnis, des livres, des jeux pour les enfants, des
souvenirs, cartes postales... et des confitures et confits de vin,
produits bio et cave à vins.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/biscuiterie-d-amboise-amboise
"Albatros Aviation",47.347258,0.660349,"ALBATROS AVIATION","6 rue Charles Tellier","37300 JOUE-LES-TOURS",,"06 73 52 70 44",abdoubadr37@gmail.com,,"<p>Dotée de la dernière génération d'ULM et située à proximité des
grands axes routiers, notre société vous offre la possibilité de
faire des baptêmes de l'air, les survols des châteaux de la Loire
et des circuits aériens à bord d'un appareil moderne, confortable
et sécurisé.</p>",2,"Anglais
Italien",,2,"Activités pour les enfants(6 ans)
ULM",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/albatros-aviation-joue-les-tours
"Domaine Nicolas Paget",47.265816,0.382445,"Domaine Nicolas Paget","7 route de la Gadouillère","37190 RIVARENNES",,"02 47 95 54 02",domaine.paget@wanadoo.fr,http://www.vinspaget.fr,"<p>Nicolas Paget représente la 5eme génération de vigneron. Depuis
2005, nous avons le plaisir de vous recevoir dans une salle de
60m², attenante au chai, aux normes pour personnes à mobilité
réduite : accès facile et grand parking. Nous sommes
particulièrement bien située entre les châteaux d’Azay le Rideau et
d’Ussé alors venez faire une halte et déguster nos vins du terroir
!</p>",2,"Anglais
Espagnol",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-nicolas-paget-rivarennes
"Lac du Val Joyeux",47.540273,0.32772,"LAC DU VAL JOYEUX","37330 CHATEAU-LA-VALLIERE",,,"02 47 24 00 21",info@chateaulavalliere.com,,"<p>Activités : piste de bicross, tennis, parcours de santé, pêche,
aires de pique-nique, terrain de pétanque, jeux pour enfants,
terrain de volley-ball</p>",0,,,4,"Plage surveillée
Plan d'eau
rivière
Parcours de Santé",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/lac-du-val-joyeux-chateau-la-valliere
"Mini Racing Team",47.276581,1.056719,"MINI RACING TEAM","Moulin de la Brosse","37150 LUZILLE",,"02 47 30 20 07",bruno.tessier842@orange.fr,http://www.miniracingteam.fr,"<p>Location de quad, jet ski, aéroglisseur, buggy, paintball, VTT,
soft air, canoë, hélicoptère et pêche.</p>",0,,,2,"Activités pour les familles
Quad Paint Ball Canoé kayak Pêche",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/mini-racing-team-luzille
"Golf de Touraine",47.3415,0.613269,"GOLF DE TOURAINE","Château de la Touche","37510 BALLAN-MIRE",,"02 47 53 20 28",golf.touraine@wanadoo.fr,http://www.golfdetouraine.com,,2,"Français
Anglais",,1,Golf,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/golf-de-touraine-ballan-mire
Dentellière,47.411899,0.984094,"MADAME BERNARD","8 rue Nationale","37400 AMBOISE",,"02 47 57 13 03",jojoladentelliere83@yahoo.fr,,"<p>Démonstration de la dentelle aux fuseaux. Exposition d'ouvrages
réalisés à la main (broderie, dentelle).</p>",2,"Français
Anglais",,1,Tissage,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/dentelliere-amboise
"Château de valmer",47.457264,0.886341,"JARDINS DU CHATEAU DE VALMER","37210 CHANCAY",,,"02 47 52 93 12",jardins@chateaudevalmer.com,http://www.chateaudevalmer.com/,"<p>Célèbre pour ses jardins Renaissance d’inspiration italienne, le
Château de Valmer est également réputé pour ses vins de Vouvray.
Les longues caves de tuffeau voient vieillir les vins de ce château
à la tradition viticole de renom. Situé au cœur de l’appellation
Vouvray, le vignoble s’étend sur 29 ha dont 6 ha dans l’enceinte
historique du parc clos de murs. Aymar de Saint Venant a été
rejoint en 2009 par son fils Jean qui apporte l’enthousiasme de la
jeunesse.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-valmer-chancay
"Logis de la Pataudière - Visite de la truffière",47.037164,0.317899,"LOGIS DE LA PATAUDIERE - VISITE DE LA",TRUFFIERE,"La Pataudière","37120 CHAMPIGNY-SUR-VEUDE","02 47 58 12 15",info@lapataudiere.com,http://www.lapataudiere.com,"<p>De décembre à février, visite de la truffière (F/B) et exposé
sur la truffe, dégustation et repas gastronomiques sur RV.</p>",2,"Anglais
Néerlandais",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/logis-de-la-pataudiere-visite-de-la-truffiere-champigny-sur-veude
"Caves de la Salle",47.157679,0.445326,"CAVES DE LA SALLE","La Salle","37220 AVON-LES-ROCHES",,"02 47 95 24 30",remi.desbourdes@wanadoo.fr,,"<p>Notre domaine de 13 hectares est situé sur le coteau et
semi-coteau sur les communes de Avon Les Roches et Panzoult. Venez
découvrir nos vins de Chinon. Prolongez votre séjour dans notre
camping à la ferme.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/caves-de-la-salle-avon-les-roches
"Le Dépôt du Vigneron",47.167029,0.23997,"LE DEPOT DU VIGNERON","28 place du Général de Gaulle","37500 CHINON",,"02 47 93 35 25",pauserabelais@aol.com,,"<p>Vente de vins de chinon et du Val de Loire. Confit de vin et
poires tapées.</p>",3,"Anglais
Allemand
Italien",,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/le-depot-du-vigneron-chinon
"Vignoble de la Jarnoterie",47.284852,0.12535,"REZE MABILEAU","Route de Vernantes","Route n° 13 ou 15","37140 SAINT-NICOLAS-DE-BOURGUEIL","02 47 97 75 49",mabileau.reze@wanadoo.fr,http://www.mabileau-reze.com,"<p>Au vignoble de la Jarnoterie (reconnu Cave d'excellence), la
tradition viticole est transmise depuis 5 générations. Elle ne
déroge jamais avec la recherche de la qualité : écouter, observer,
sentir, attendre...et révéler les saveurs de notre terroir. Là est
notre passion. Nous vous invitons à venir partager notre passion du
vin à travers une dégustation de nos cuvées. Nous vous proposons de
visiter nos caves datant du Xème : un site exceptionnel à 25m sous
terre où, sont élevés nos vins...</p>",2,"Français
Anglais",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/vignoble-de-la-jarnoterie-saint-nicolas-de-bourgueil
"Les Vergers de la Manse",47.072446,0.668326,"LES VERGERS DE LA MANSE","59 rue de la République","37800 SEPMES",,"02 47 65 59 75",vmdebruyn@wanadoo.fr,http://www.pommesdetouraine.com/,"<p>Visite des Vergers, de l’atelier de transformation de jus de
fruits et de la station fruitière. Visite de la boutique et
dégustation des fruits et jus de fruits des vergers. Durée : entre
1h et 2h selon le nombre de personnes et le public. Groupes à
partir de 15 personnes</p>",0,,oui,3,"Activités pour les enfants
Activités pour les familles
Produit à la ferme",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-vergers-de-la-manse-sepmes
"Château de la Roche en Loire",47.258539,0.395266,"Château de la Roche en Loire","La Roche","D 17","37190 CHEILLE","02 47 45 46 05",info@chateaudelaroche.com,http://www.chateaudelaroche.com,"<p>Gentillhommière des XVIe et XVIIe siècles située au centre d'un
domaine bordé d'un côté par la forêt de chinon et dominant de
l'autre les vallées de la Loire et de l'Indre. Dégustation et
visite complète du domaine.</p>",2,"Anglais
Italien",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-la-roche-en-loire-cheille
"Domaine les Chesnaies",47.158618,0.345702,"Domaine les Chesnaies","Les Chesnaies","37500 CRAVANT-LES-COTEAUX",,"02 47 93 13 79",lambert-chesnaies@wanadoo.fr,http://www.chinonlambert.com,"<p>Le Domaine les Chesnaies est installé sur 13 hectares et produit
du Chinon rouge, rosé et blanc sur des sols sables-graviers,
argilo-calcaire et argila-silex. Le domaine en reconversion BIO. On
vous y réserve un accueille conviviale et simple dans la bonne
humeur qui règne en maitre sur le domaine. C'est dans cette
ambiance que vous serez invité à déguster nos vins, à visiter notre
cave, à vous promener dans nos vignes.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-les-chesnaies-cravant-les-coteaux
"Le Dit-Vin",46.974272,0.698665,"LE DIT-VIN","8 rue René Boylesve","37160 DESCARTES",,"02 47 92 43 81",ditvin@orange.fr,http://www.dit-vin.com,,1,Anglais,,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/le-dit-vin-descartes
