1 , "nom","lat","lon","adr1","adr2","adr3","adr4","tel","mail","web","intro","description","langues_nbr","langues","visite","activites_nbr","activites","services_nbr","services","url"
179 , "Zoo de la Flèche",,,"ZOO DE LA FLÈCHE","72200 LA FLECHE","LONGITUDE : -0.074646 / LATITUDE : 47.69589",,"02 43 48 19 19","info@zoo-la-fleche.com","http://www.zoo-la-fleche.com","<p>Passez une journée inoubliable parmis 1200 animaux dans un écrin de verdure de 14 hectares. A partir du week-end de Pâques jusqu'au 30 septembre, vous pourrez assister aux spectacles d'otaries, de fauconnerie et de de perroquets. Venez découvrir de somptueuses présentations dans un cadre naturel : ours polaires en vision sous marine, petits pandas de Chine, plaine africaine pour les éléphants...</p>",,1,"Anglais",,2,"Zoo parc animalier",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/zoo-de-la-fleche-la-fleche"
180 , "Cave des vignerons de Montlouis","47.389404","0.828372","CAVE DES VIGNERONS DE MONTLOUIS","2 place Abraham Courtemanche","37270 MONTLOUIS-SUR-LOIRE",,"02 47 45 18 19",,"http://www.tours-online.com/montlouis","<p>Cave creusée dans le tuffeau en bordure de Loire où vous pourrez admirer un mini-musée des vieux outils et terminer par une dégustation des vins.</p>","Produits : Vins AOC : AOC Montlouis",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cave-des-vignerons-de-montlouis-montlouis-sur-loire"
181 , "Location de VTT","46.969726","0.698887","LOCATION DE VTT","Parc de loisirs","allée léo lagrange","37160 DESCARTES","02 47 59 85 90","camping.descartes@orange.fr","http://www.ville-descartes.fr",,"Groupes acceptés (jusqu'à 15 personnes)",1,"Anglais",,1,"VTT Cyclotourisme",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/location-de-vtt-descartes"
182 , "Air Touraine","47.580171","0.603058","AIR TOURAINE","Héliport de Belleville","37370 NEUVY-LE-ROI",,"02 47 24 81 44","info@airtouraine.fr","http://www.airtouraine.fr","<p>Laissez-vous porter par le vent, réveillez vos sens au contact de la nature et de ses odeurs, offrez-vous une balade aérienne en montgolfière.</p>",,4,"Français Anglais Espagnol Russe",,1,"Montgolfière",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/air-touraine-neuvy-le-roi2"
183 , "Poterie artisanale A deux Mains","46.920619","0.803318","POTERIE ARTISANALE A DEUX MAINS","Moizay","37350 LE GRAND-PRESSIGNY",,"02 47 94 90 52","magali.desroches0356@orange.fr","http://poterieceram.voila.net","<p>Démonstration de tournage explication du métier de potier et visite de la salle d'exposition. Stage possible à partir de 4 personnes sur demande.</p>","Groupes acceptés (jusqu'à 7 personnes)",0,,,3,"Activités pour les enfants(6ans) Activités pour les familles Poterie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/poterie-artisanale-a-deux-mains-le-grand-pressigny"
184 , "Domaine de la Noblaie","47.111624","0.274052","Domaine de la Noblaie (Manzagol-Billard)","Le Vau Breton - 21 rue des Hautes Cours","37500 LIGRE",,"02 47 93 10 96","contact@lanoblaie.fr","http://www.lanoblaie.fr","<p>Le Domaine de la Noblaie se trouve dans la vallée du Vau Breton à l'origine de la production viticole du chinonais! Une exploitation familiale de 18 hectares avec une vue imprenable sur la vallée de la Vienne et le Château de Chinon. Venez découvrir les vins du domaine dans un cadre charmant et accueillant.</p>","Produits : Vins AOC : AOC Chinon Groupes acceptés (jusqu'à 50 personnes)",3,"Anglais Allemand Espagnol","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-noblaie-ligre"
185 , "Domaine de Noiré","47.164872","0.286239","DOMAINE DE NOIRE","Noiré","160 rue de l'Olive","37500 CHINON","02 47 93 44 89","domaine.de.noire@orange.fr","http://www.domainedenoire.com","<p>Situé à la porte de Chinon avec vue sur le château, le Domaine de Noiré (reconnu Cave d'excellence) figurait dans les premières côtes de Chinon bien avant la reconnaissance de l'appellation. Guidés par l'amour des beaux vins riches et ouverts, dans la tradition chinonaise, Odile et Jean-Max Manceau, vignerons de grande expérience vous offrent des vins de haute expression. Les vins issus du cépage Cabernet Franc sont fidèles à l'endroit où ils sont nés et s'expriment avec beaucoup d'harmonie, de richesse et d'originalité. De belles sorties oenotouristiques sont proposées à partir du domaine et sont à découvrir sur le site Internet du domaine.</p>","AOC : AOC Chinon",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-noire-chinon"
186 , "Vert-Event - Hôtel Val de Loire","47.262726","0.466288","VERT EVENT","50 rue Nationale","37190 AZAY-LE-RIDEAU",,"02 72 72 54 44","contact@location-velo.fr","http://www.location-velo.fr","<p>Location de vélos électriques, de vélos classiques, grands voyageurs, VTT. Transfert de bagages, mise à disposition sur site ou chez votre hébergeur.</p>",,0,,,1,"Cyclotourisme VTT",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/vert-event-hotel-val-de-loire-azay-le-rideau"
187 , "Domaine de la Croix Mélier","47.391923","0.883016","2 chemin Sainte-Catherine","Husseau","37270 MONTLOUIS-SUR-LOIRE",,"02 47 45 12 14","pascal.berthelot.lacroixmelier@neuf.fr","http://www.berthelot-lacroixmelier.fr","<p>Issu d’une vieille famille de vignerons, Pascal Berthelot du Domaine de la Croix Mélier, cultive la vigne et vinifie ses raisins avec passion sur le coteau de Husseau, ancien hameau de Montlouis, rive gauche dominant la Loire. Le Domaine de la Croix Mélier vous accueille sous ses batiments du XVIe siècle de style tourangeau, dans une cave longue et bien isolée, à quelques mètres du circuit de la Loire à Vélo. Pour vous accueillir et vous faire découvrir les différents vins du domaine dans le confort, une salle de dégustation a été aménagée dans l’ancienne tonnellerie.</p>","AOC : AOC Montlouis - AOC Touraine",2,"Français Anglais",,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-croix-melier-montlouis-sur-loire"
188 , "Domaine de monclos","47.425191","0.788693","DOMAINE DE MONCLOS","8 rue de la Fuye","37210 VOUVRAY",,"02 47 52 74 76",,,"<p>Ce domaine de 8 ha se situe sur la commune de Vouvray, appellation du Val de Loire à l'est de Tours sur les coteaux.</p>","Produits : Vins AOC : AOC Vouvray Groupes acceptés (jusqu'à 20 personnes)",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-monclos-vouvray"
189 , "Cle : centre linguistique pour étrangers","47.393564","0.683254","CENTRE LINGUISTIQUE POUR ETRANGERS CLE","7-9 place de Châteauneuf","37000 TOURS",,"02 47 64 06 19","contact@cle.fr","http://www.cle.fr","<p>Cours de langue et culture françaises pour étudiants et adultes. Enseignement intensif et personnalisé dans une ambiance conviviale. 7 étudiants maximum par classe. Préparation DELF, DALF, TEF, TCF. Excursions, cours sur le vin. Hébergement en famille, appartement, château privé ou à l'hôtel.</p>","Groupes acceptés (jusqu'à 30 personnes)",1,"Anglais",,1,"Cours de langue",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cle-centre-linguistique-pour-etrangers-tours"
190 , "Détours de Loire","47.411983","0.979549","DETOURS DE LOIRE","Quai du Général de Gaulle","37400 AMBOISE",,"02 47 61 22 23","detoursdeloire@orange.fr","http://www.detoursdeloire.com","<p>Notre volonté est de permettre aux personnes souhaitant découvrir la région du Val de Loire à vélo, de circuler à son rythme sur des routes peu fréquentées en utilisant les différents points relais répartis le long de la Loire. Ce réseau permet de découvrir un maximum de sites sans la contrainte du retour de vélo. Dans chaque point du réseau le long de la Vallée de la Loire, à proximité d'une gare SNCF, vous trouverez du matériel de qualité et des tarifs identiques.</p>",,2,"Français Anglais",,2,"Activités pour les familles Cyclotourisme",3,"Livraison de vélos Réparation vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/detours-de-loire-amboise"
191 , "Loire Vélo Nature","47.295845","0.3546","LOIRE VELO NATURE","3 avenue du 11 Novembre","37130 BREHEMONT",,"06 03 89 23 14","contact@loirevelonature.com","http://www.loirevelonature.com","<p>Activités de plein air (vélos, canoës, ânes bâtés, Aquacycles, randonnées pédestres, GPS adventure...). Découverte de l'environnement, animations et écotourisme. Excursions accompagnées sur la Loire. Intervention entre Blois et Angers pour les cyclotouristes et passionnés de nature. label Tourisme et Handicap pour l’activité « Randonnées et animations avec ânes bâtés ».</p>","Groupes acceptés (jusqu'à 200 personnes)",2,"Français Anglais",,3,"Activités pour les enfants(naissance) Activités pour les familles Anes porteurs Canoé kayak Cyclotourisme Randonnée pédestre VTT",5,"Animations thématiques spécifiques Boutiques Livraison de vélos Réparation vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/loire-velo-nature-brehemont"
192 , "Château de la Grille","47.17862","0.249997","Château de la Grille","Route de Huismes","37500 CHINON",,"02 47 93 01 95","catherine@baudry-dutour.fr","http://www.baudry-dutour.fr/chateau-de-la-grille.html","<p>Le Château de la Grille c’est d’abord une longue histoire. Fondé au XVe siècle, le Château de La Grille a lié sa destinée en 2009 à BAUDRY-DUTOUR dans un souci de préserver sa tradition, son terroir… et de toujours garantir des vins de grande qualité. Un parcours guidé dans le vignoble est proposé aux visiteurs, qui peuvent ensuite découvrir le chai et le très bel espace contemporain de dégustation. L'accueil à la propriété vaut au domaine le titre de cave d'excellence, décerné par l'interprofession des vins de Loire.</p>","Produits : Vins AOC : AOC Chinon Groupes acceptés (jusqu'à 50 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-la-grille-chinon"
193 , "L'Amarante et La Belle Adèle","47.210258","0.072116","L'AMARANTE ET LA BELLE ADELE","1 bis rue des Perrières","37500 CANDES-SAINT-MARTIN",,"02 47 95 80 85","info@bateauamarante.com","http://www.bateauamarante.com","<p>Venez découvrir les paysages chargés d’histoire de Candes-Saint-Martin et de Montsoreau. Navigation pour un regard inattendu sur ce patrimoine ligérien. Au fil de l’eau, départs toute l'année à la carte de Candes ou Montsoreau. Scolaires, balades gourmandes, nuits à bord pour les couples...</p>","Groupes acceptés (jusqu'à 81 personnes)",0,,,1,"Bateaux promenade",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/l-amarante-et-la-belle-adele-candes-saint-martin"
194 , "Biscuiterie d'Amboise","47.412897","0.9843","BISCUITERIE D'AMBOISE","2 place Michel Debré","37400 AMBOISE",,"02 47 23 88 39","paletsolognot@orange.fr","http://www.biscuiteriedechambord.fr","<p>Toutes sortes de biscuits et de cakes sur les étals, dégustation gratuite 7j/7 de nos produits mais aussi des confiseries, des liqueurs, des produits régionaux, des épices, des terrines, des paniers garnis, des livres, des jeux pour les enfants, des souvenirs, cartes postales... et des confitures et confits de vin, produits bio et cave à vins.</p>","Produits : Bières - Biscuits / Pâtisseries - Bonbons / Confiseries - Chocolat - Cidre - Condiments / Huilerie - Confitures - Conserverie - Foie gras - Produit apicole - Sirops et jus de fruits - Spiritueux - Vins Groupes acceptés (jusqu'à 70 personnes)",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/biscuiterie-d-amboise-amboise"
195 , "Albatros Aviation","47.347258","0.660349","ALBATROS AVIATION","6 rue Charles Tellier","37300 JOUE-LES-TOURS",,"06 73 52 70 44","abdoubadr37@gmail.com",,"<p>Dotée de la dernière génération d'ULM et située à proximité des grands axes routiers, notre société vous offre la possibilité de faire des baptêmes de l'air, les survols des châteaux de la Loire et des circuits aériens à bord d'un appareil moderne, confortable et sécurisé.</p>","Groupes acceptés (jusqu'à 15 personnes)",2,"Anglais Italien",,2,"Activités pour les enfants(6 ans) ULM",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/albatros-aviation-joue-les-tours"
196 , "Domaine Nicolas Paget","47.265816","0.382445","Domaine Nicolas Paget","7 route de la Gadouillère","37190 RIVARENNES",,"02 47 95 54 02","domaine.paget@wanadoo.fr","http://www.vinspaget.fr","<p>Nicolas Paget représente la 5eme génération de vigneron. Depuis 2005, nous avons le plaisir de vous recevoir dans une salle de 60m², attenante au chai, aux normes pour personnes à mobilité réduite : accès facile et grand parking. Nous sommes particulièrement bien située entre les châteaux d’Azay le Rideau et d’Ussé alors venez faire une halte et déguster nos vins du terroir !</p>","Produits : Vins AOC : AOC Chinon - AOC Touraine - AOC Touraine Azay le Rideau",2,"Anglais Espagnol","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-nicolas-paget-rivarennes"
197 , "Lac du Val Joyeux","47.540273","0.32772","LAC DU VAL JOYEUX","37330 CHATEAU-LA-VALLIERE",,,"02 47 24 00 21","info@chateaulavalliere.com",,"<p>Activités : piste de bicross, tennis, parcours de santé, pêche, aires de pique-nique, terrain de pétanque, jeux pour enfants, terrain de volley-ball</p>",,0,,,4,"Plage surveillée Plan d'eau rivière Parcours de Santé",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/lac-du-val-joyeux-chateau-la-valliere"
198 , "Mini Racing Team","47.276581","1.056719","MINI RACING TEAM","Moulin de la Brosse","37150 LUZILLE",,"02 47 30 20 07","bruno.tessier842@orange.fr","http://www.miniracingteam.fr","<p>Location de quad, jet ski, aéroglisseur, buggy, paintball, VTT, soft air, canoë, hélicoptère et pêche.</p>",,0,,,2,"Activités pour les familles Quad Paint Ball Canoé kayak Pêche",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/mini-racing-team-luzille"
199 , "Golf de Touraine","47.3415","0.613269","GOLF DE TOURAINE","Château de la Touche","37510 BALLAN-MIRE",,"02 47 53 20 28","golf.touraine@wanadoo.fr","http://www.golfdetouraine.com",,"Groupes acceptés (jusqu'à 80 personnes)",2,"Français Anglais",,1,"Golf",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/golf-de-touraine-ballan-mire"
200 , "Dentellière","47.411899","0.984094","MADAME BERNARD","8 rue Nationale","37400 AMBOISE",,"02 47 57 13 03","jojoladentelliere83@yahoo.fr",,"<p>Démonstration de la dentelle aux fuseaux. Exposition d'ouvrages réalisés à la main (broderie, dentelle).</p>",,2,"Français Anglais",,1,"Tissage",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/dentelliere-amboise"
201 , "Château de valmer","47.457264","0.886341","JARDINS DU CHATEAU DE VALMER","37210 CHANCAY",,,"02 47 52 93 12","jardins@chateaudevalmer.com","http://www.chateaudevalmer.com/","<p>Célèbre pour ses jardins Renaissance d’inspiration italienne, le Château de Valmer est également réputé pour ses vins de Vouvray. Les longues caves de tuffeau voient vieillir les vins de ce château à la tradition viticole de renom. Situé au cœur de l’appellation Vouvray, le vignoble s’étend sur 29 ha dont 6 ha dans l’enceinte historique du parc clos de murs. Aymar de Saint Venant a été rejoint en 2009 par son fils Jean qui apporte l’enthousiasme de la jeunesse.</p>","AOC : AOC Touraine - AOC Vouvray",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-valmer-chancay"
202 , "Logis de la Pataudière - Visite de la truffière","47.037164","0.317899","LOGIS DE LA PATAUDIERE - VISITE DE LA","TRUFFIERE","La Pataudière","37120 CHAMPIGNY-SUR-VEUDE","02 47 58 12 15","info@lapataudiere.com","http://www.lapataudiere.com","<p>De décembre à février, visite de la truffière (F/B) et exposé sur la truffe, dégustation et repas gastronomiques sur RV.</p>","Produits : Truffes / champignons Groupes acceptés (jusqu'à 20 personnes)",2,"Anglais Néerlandais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/logis-de-la-pataudiere-visite-de-la-truffiere-champigny-sur-veude"
203 , "Caves de la Salle","47.157679","0.445326","CAVES DE LA SALLE","La Salle","37220 AVON-LES-ROCHES",,"02 47 95 24 30","remi.desbourdes@wanadoo.fr",,"<p>Notre domaine de 13 hectares est situé sur le coteau et semi-coteau sur les communes de Avon Les Roches et Panzoult. Venez découvrir nos vins de Chinon. Prolongez votre séjour dans notre camping à la ferme.</p>","AOC : AOC Chinon",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/caves-de-la-salle-avon-les-roches"
204 , "Le Dépôt du Vigneron","47.167029","0.23997","LE DEPOT DU VIGNERON","28 place du Général de Gaulle","37500 CHINON",,"02 47 93 35 25","pauserabelais@aol.com",,"<p>Vente de vins de chinon et du Val de Loire. Confit de vin et poires tapées.</p>","Produits : Confitures - Vins Groupes acceptés (jusqu'à 8 personnes)",3,"Anglais Allemand Italien",,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/le-depot-du-vigneron-chinon"
205 , "Vignoble de la Jarnoterie","47.284852","0.12535","REZE MABILEAU","Route de Vernantes","Route n° 13 ou 15","37140 SAINT-NICOLAS-DE-BOURGUEIL","02 47 97 75 49","mabileau.reze@wanadoo.fr","http://www.mabileau-reze.com","<p>Au vignoble de la Jarnoterie (reconnu Cave d'excellence), la tradition viticole est transmise depuis 5 générations. Elle ne déroge jamais avec la recherche de la qualité : écouter, observer, sentir, attendre...et révéler les saveurs de notre terroir. Là est notre passion. Nous vous invitons à venir partager notre passion du vin à travers une dégustation de nos cuvées. Nous vous proposons de visiter nos caves datant du Xème : un site exceptionnel à 25m sous terre où, sont élevés nos vins...</p>","Produits : Vins AOC : AOC Saint Nicolas de Bourgueil Groupes acceptés (jusqu'à 20 personnes)",2,"Français Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/vignoble-de-la-jarnoterie-saint-nicolas-de-bourgueil"
206 , "Les Vergers de la Manse","47.072446","0.668326","LES VERGERS DE LA MANSE","59 rue de la République","37800 SEPMES",,"02 47 65 59 75","vmdebruyn@wanadoo.fr","http://www.pommesdetouraine.com/","<p>Visite des Vergers, de l’atelier de transformation de jus de fruits et de la station fruitière. Visite de la boutique et dégustation des fruits et jus de fruits des vergers. Durée : entre 1h et 2h selon le nombre de personnes et le public. Groupes à partir de 15 personnes</p>","Produits : Bières - Biscuits / Pâtisseries - Bonbons / Confiseries - Condiments / Huilerie - Confitures - Conserverie - Foie gras - Fromage - Fruits et légumes - Produit apicole - Sirops et jus de fruits - Vins Groupes acceptés (jusqu'à 30 personnes)",0,,"oui",3,"Activités pour les enfants Activités pour les familles Produit à la ferme",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-vergers-de-la-manse-sepmes"
207 , "Château de la Roche en Loire","47.258539","0.395266","Château de la Roche en Loire","La Roche","D 17","37190 CHEILLE","02 47 45 46 05","info@chateaudelaroche.com","http://www.chateaudelaroche.com","<p>Gentillhommière des XVIe et XVIIe siècles située au centre d'un domaine bordé d'un côté par la forêt de chinon et dominant de l'autre les vallées de la Loire et de l'Indre. Dégustation et visite complète du domaine.</p>","Produits : Vins AOC : AOC Touraine - AOC Touraine Azay le Rideau",2,"Anglais Italien","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-la-roche-en-loire-cheille"
208 , "Domaine les Chesnaies","47.158618","0.345702","Domaine les Chesnaies","Les Chesnaies","37500 CRAVANT-LES-COTEAUX",,"02 47 93 13 79","lambert-chesnaies@wanadoo.fr","http://www.chinonlambert.com","<p>Le Domaine les Chesnaies est installé sur 13 hectares et produit du Chinon rouge, rosé et blanc sur des sols sables-graviers, argilo-calcaire et argila-silex. Le domaine en reconversion BIO. On vous y réserve un accueille conviviale et simple dans la bonne humeur qui règne en maitre sur le domaine. C'est dans cette ambiance que vous serez invité à déguster nos vins, à visiter notre cave, à vous promener dans nos vignes.</p>","Produits : Vins AOC : AOC Chinon Groupes acceptés (jusqu'à 25 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-les-chesnaies-cravant-les-coteaux"
209 , "Le Dit-Vin","46.974272","0.698665","LE DIT-VIN","8 rue René Boylesve","37160 DESCARTES",,"02 47 92 43 81","ditvin@orange.fr","http://www.dit-vin.com",,"Produits : Bières - Chocolat - Cidre - Condiments / Huilerie - Confitures - Conserverie - Foie gras - Produit apicole - Sirops et jus de fruits - Spiritueux - Vins",1,"Anglais",,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/le-dit-vin-descartes"
210 , "Point de dépôt Détours de Loire","47.32522","0.407785","DETOURS DE LOIRE","Hôtel-Restaurant Errard","2 rue Gambetta","37130 LANGEAIS","02 47 96 82 12","detoursdeloire@orange.fr","http://www.detoursdeloire.com","<p>Notre volonté est de permettre aux personnes souhaitant découvrir la région du Val de Loire à vélo, de circuler à son rythme sur des routes peu fréquentées en utilisant les différents points relais répartis le long de la Loire. Ce réseau permet de découvrir un maximum de sites sans la contrainte du retour de vélo. Dans chaque point du réseau le long de la Vallée de la Loire, à proximité d'une gare SNCF, vous trouverez du matériel de qualité et des tarifs identiques.</p>",,3,"Français Anglais Espagnol",,1,"Cyclotourisme",4,"Boutiques Livraison de vélos Réparation vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/point-de-depot-detours-de-loire-langeais"
211 , "Art Montgolfières","47.413326","0.984407","ART MONTGOLFIERES","37400 AMBOISE",,,"02 54 32 08 11","charles@art-montgolfieres.fr","http://www.art-montgolfieres.fr","<p>Vol en montgolfière à la découverte des Châteaux du Val de Loire. Prestation de 3h : mise en place de la montgolfière, vol excursion 1h, toast des aérosties, remise des diplômes, retour en 4X4 au site de décollage. Départ de Chenonceaux, Amboise, Chaumont, Loches.</p>","Groupes acceptés (jusqu'à 150 personnes)",3,"Français Anglais Espagnol",,1,"Montgolfière",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/art-montgolfieres-amboise"
212 , "La Balade Gourmande","47.393446","0.680722","LA BALADE GOURMANDE","26 place du grand Marché","37000 TOURS",,"02 47 75 11 65","labaladegourmande.tours@gmail.com","http://www.labaladegourmande.com","<p>En plein cœur des quartiers historiques, épicerie fine entièrement dédiée aux spécialités les plus remarquables de notre région. Vins &amp; bières de Loire, rillettes, terrines de poissons de Loire, truffes de Touraine, caviar de Sologne, biscuits, confiseries anciennes, etc… Confection de paniers gourmets personnalisables, dégustation sur place et boutique privatisable sur demande.</p>","Produits : Bières - Biscuits / Pâtisseries - Bonbons / Confiseries - Chocolat - Cidre - Condiments / Huilerie - Confitures - Conserverie - Escargots - Foie gras - Produit apicole - Sirops et jus de fruits - Spiritueux - Truffes / champignons - Vins Groupes acceptés (jusqu'à 20 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/la-balade-gourmande-tours"
213 , "Atelier Cannepaille - Restauration et création de meubles en cannage","47.228264","0.477807","ATELIER CANNEPAILLE","63 rue Jolivet","37190 VILLAINES-LES-ROCHERS",,"02 47 45 40 62","rose.d.delaunay@bbox.fr","http://atelier-cannepaille.com","<p>Restauration de mobiliers anciens en cannage, paillage. Vanneries déco maison, jardin ; petites vanneries utilitaires. Stages en cannage, paillage (adultes) et création de bijoux en matières végétales.</p>",,0,,,1,"Vannerie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-cannepaille-restauration-et-creation-de-meubles-en-cannage-villaines-les-rochers"
214 , "Grand Aquarium de Touraine","47.348993","0.980956","AQUARIUM DU VAL DE LOIRE","Lieu-dit Les Hauts Boeufs","37400 AMBOISE",,"02 47 23 44 44","contact@aquariumduvaldeloire.com","http://www.aquariumduvaldeloire.com","<p>Dans une ambiance de bords de Loire, plus de 10 000 poissons d’eau douce de la Loire aux tropiques (silures, esturgeons, piranhas, caïmans), sans oublier les bassins tactiles et le tunnel à requins.</p>",,1,"Anglais","oui",2,"Vivarium Aquarium",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/grand-aquarium-de-touraine-amboise"
215 , "Amuz'land","47.081879","0.532979","AMUZLAND","Bord de Vienne","37800 POUZAY",,,,"http://www.amuzland.fr","<p>Sur les rives de la Vienne, les nombreuses attractions d'Amuz'land sauront ravir les enfants de 2 à 12 ans : piscine à balles, parcours aventures de la jungle, toboggan, bateaux à pédales... rafraîchissements et petite restauration sur place.</p>",,0,,,1,"Jeux pour enfants",1,"Espace jeux","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/amuz-land-pouzay"
216 , "Domaine Godefroy Jérôme","47.236387","0.127458","Domaine Godefroy Jérôme","19 Le Plessis","Route n°14","37140 CHOUZE-SUR-LOIRE","02 47 95 16 56","domaine.godefroy@orange.fr","http://www.domainegodefroy.fr","<p>Le Domaine Godefroy Jérôme s'étend sur 11 hectares sur des terroirs de sables et de graviers. Depuis 4 générations, nous produisons des Bourgueil rouges et rosés et des St Nicolas de Bourgueil dans un esprit familial. Nous serons heureux de vous les faire découvrir dans un cadre sympathique. Vous voulez pique niquer ? Installez-vous sur les bords de l'étang situé sur notre propriété. Mê,me les campings cars sont les bienvenus pour passer une nuit ou deux àcôté du vignoble. , Ce domaine est accessible aux personnes àmobilité réduite.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Saint Nicolas de Bourgueil Groupes acceptés (jusqu'à 50 personnes)",2,"Anglais Allemand","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-godefroy-jerome-chouze-sur-loire"
217 , "Cave des Producteurs de Vouvray","47.41681","0.780575","Cave des Producteurs de Vouvray","38 La Vallée Coquette","37210 VOUVRAY",,"02 47 52 64 40","visites@cavedevouvray.com","http://www.cp-vouvray.com","<p>Partez à la découverte des caves troglodytiques (2,5kms, reconnues caves d'excellence) et des méthodes d'élaboration des vins de Vouvray. Un vaste espace de dégustation climatisée, une vidéo et Musée de la Tonnellerie vous attendent. Vous pouvez également trouver un choix d'articles liés au vin dans la belle boutique de vente située à 15 minutes de Tours dans la Vallée Coquette.</p>","Produits : Vins AOC : AOC Touraine - AOC Vouvray",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cave-des-producteurs-de-vouvray-vouvray"
218 , "Les Belles Caves","47.383274","0.689797","LES BELLES CAVES","Les Halles Centrales","37000 TOURS",,"02 47 38 73 18","tours@lesbellescaves.fr","http://www.lesbellescaves.fr",,"Produits : Vins",1,"Anglais",,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-belles-caves-tours"
219 , "1001 Vins","47.383274","0.689797","1001 VINS","13 place Gaston Pailhou","37000 TOURS",,"02 47 20 68 49","henri-clement@wanadoo.fr","http://1001-vins.com",,"Produits : Bières - Cidre - Spiritueux - Vins",1,"Anglais",,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/1001-vins-tours"
220 , "Point de dépôt Loire Vélo Nature","47.340655","0.511446","LOIRE VELO NATURE","Hôtel Le Colombien","2 rue de la Mairie","37510 VILLANDRY","02 47 50 07 27","contact@loirevelonature.com","http://www.loirevelonature.com","<p>Vous pouvez prendre des vélos à cette adresse et les restituer dans un tout autre lieu. Pour toute demande, nos vélos sont disponibles directement chez nos partenaires, répartis tout au long de l'itinéraire de « La Loire à Vélo ».</p>","Groupes acceptés (jusqu'à 200 personnes)",1,"Anglais",,3,"Activités pour les enfants(3 mois) Activités pour les familles Randonnée pédestre Cyclotourisme",3,"Livraison de vélos Réparation vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/point-de-depot-loire-velo-nature-villandry"
